x y yc yclog atom
1 16.102018805651632 0.15894712207320175 -0.07517669876819583 1
2 11.680552330534349 0.27424882427418423 -0.13921225193332568 1
3 11.36760049631078 0.38646129934174006 -0.21215803774182151 1
4 6.710617009145102 0.4527035062235699 -0.2617773341312504 1
5 6.710617009145102 0.5189457131053998 -0.31780591080202575 1
6 5.450258711250867 0.5727466027431426 -0.36931447535025425 1
7 5.368813244993512 0.6257435234733983 -0.42683067543266495 1
8 4.692782682027424 0.672067174614671 -0.4842151091915712 1
9 4.21161420121536 0.713641089329691 -0.5430892983382013 1
10 3.3037600613671754 0.7462533449799196 -0.595599674067484 1
11 2.773091667227832 0.7736272379725381 -0.6451758301905448 1
12 2.706078828807412 0.8003396301969957 -0.6997081288391889 1
13 2.3951750695257052 0.8239830123565648 -0.7544454158007372 1
14 2.268716910605915 0.8463780938734891 -0.8135468505055817 1
15 1.8579853196343339 0.8647187394145612 -0.8687623585242317 1
16 1.5444542875677116 0.879964440413019 -0.9206900785799084 1
17 1.3235478094319835 0.8930295173934075 -0.9707360448342539 1
18 1.2201003007034468 0.9050734377103676 -1.022612246564429 1
19 0.6750086773286246 0.9117366200063768 -1.0542194455215856 1
20 0.6487637943950744 0.9181407323893653 -1.0869321452769067 1
21 0.6400906520913155 0.9244592299792554 -1.12181859252867 1
22 0.6344879320456543 0.9307224216949077 -1.1594073020980624 1
23 0.5983161129392625 0.9366285521863427 -1.1981063706670994 1
24 0.5175061089536991 0.9417369865799617 -1.2346070569920837 1
25 0.4835904676492143 0.9465106310541501 -1.271732525772058 1
26 0.4551508690260312 0.9510035410186704 -1.3098353056947156 1
27 0.4469804388876398 0.9554157985897067 -1.3508190080107698 1
28 0.4156201326822957 0.9595184906038499 -1.392743302734514 1
29 0.3556096794870661 0.9630288041749657 -1.4321365020421313 1
30 0.3464896740785568 0.9664490918536472 -1.4742957199774953 1
31 0.29638982265611163 0.9693748311594815 -1.513921508299138 1
32 0.2701449045525733 0.9720415002051229 -1.5534861357978265 1
33 0.2255967545635882 0.9742684231344608 -1.5895335988258574 1
34 0.1585526129315105 0.9758335362936758 -1.616786895524954 1
35 0.11434376840265963 0.976962252707063 -1.637559989922343 1
36 0.1090800362450593 0.9780390094818536 -1.6583480755669453 1
37 0.09565368770863303 0.9789832313561717 -1.677434056530096 1
38 0.09421462207136665 0.9799132478476567 -1.6970902790976248 1
39 0.08261801469294602 0.9807287912789086 -1.7150910448444294 1
40 0.08236263380246092 0.981541813780452 -1.7338109768497896 1
41 0.07823211545388088 0.982314062885063 -1.7523719235188047 1
42 0.07543823658386545 0.9830587329009167 -1.7710541103240764 1
43 0.06417815695402937 0.9836922518075165 -1.7876060030979297 1
44 0.06276461283777615 0.9843118172607069 -1.804427360556209 1
45 0.06220640933762539 0.9849258725452065 -1.8217678170011065 1
46 0.04947207404681642 0.9854142239679471 -1.8360704594135202 1
47 0.04731831814733192 0.9858813151185437 -1.8502057547945734 1
48 0.04731831814733192 0.9863484062691407 -1.8648166447320562 1
49 0.04206939084194138 0.9867636839236017 -1.8782328706602158 1
50 0.0418921664866472 0.987177212151387 -1.892017543019775 1
51 0.04073664775528731 0.9875793339599478 -1.9058551151285403 1
52 0.03985792571155661 0.9879727816797728 -1.9198348055668226 1
